8,14.82
6,54.51
3,31.75
4,83.25
2,99.7
3,52.42
1,75.66
4,80.96
3,55.81
7,42.97
4,17.97
4,40.62
7,73.41
7,73.41
3,34.81
10,62.19
7,32.32
5,71.77
10,43
8,65.94
6,25.56
4,68.93
5,44.12
9,69.74
1,75.88
10,73.28
2,72.13
1,95.46
6,13.69
1,95.64
8,28.86
8,21.5
4,93.38
4,97.37
5,27.18
6,92.78
1,23.01
10,17.75
9,10.75
8,53.21
6,52.89
9,62.57
7,96.7
8,44.63
5,60.3
4,52.79
8,36.51
4,21.12
5,57.59
10,11.28
3,51.07
6,57.91
4,28.38
9,82.33
2,99.16
6,45.97
1,82.88
6,49.01
8,68.97
6,16.37
2,13.78
2,88.25
7,25.31
1,99.92
1,76.82
5,63.15
6,63.15
2,26.43
10,46.02
10,33.33
10,38.27
10,87.08
5,25.45
4,67.77
1,63.71
2,93.72
8,14.76
2,52.26
10,76.6
4,17.49
7,97.38
1,86.04
3,99.42
9,68.12
10,56.11
4,98.7
5,15.37
4,82.63
1,67.26
10,91.4
5,15.43
3,24.74
9,49.04
7,78.31
8,80.36
8,48.91
10,47.38
10,48.71
10,81.97
1,20.97
7,98.21
5,98.21
7,80.79
3,57.12
8,63.91
1,68.54
2,89.8
5,90.5
6,68.6
9,30.41
10,34.56
1,46.95
2,25.22
7,86.8
10,86.8
4,38.47
5,74.29
2,43.7
10,71.39
4,19.15
2,66.65
10,28.53
10,12.54
1,87.16
5,53.17
10,43.19
1,37.06
2,44.22
10,93.2
2,35.19
3,65.94
5,21.12
7,21.82
4,70.99
4,74.86
5,51.92
9,90.65
8,88.61
10,69.33
4,78.13
4,99.37
9,21.08
3,74.79
1,29.67
7,44.07
1,94.26
6,94.26
3,14.7
4,89.21
10,89.25
4,99.3
4,96.98
5,74.89
10,54.07
10,80.48
1,13.98
10,97.79
7,81.51
1,72.61
5,38.6
6,20.77
10,97.21
10,82.93
1,17.04
6,17.44
7,27.66
1,46.57
5,22.62
5,54.55
6,37.15
4,98.84
6,51.34
1,83.77
6,36.98
10,12.12
2,31.9
6,15.95
7,58.39
7,51.47
4,39.39
9,71.92
10,83.17
1,40.05
5,87.48
6,75.88
8,18.77
10,18.77
8,98.52
5,92.98
2,46.53
7,24.24
10,51.89
6,49.79
5,98.97
2,43.13
9,80.93
7,87.91
7,43.46
1,88.55
4,71.38
8,72.52
9,12.05
7,15.49
8,17.14
10,87.1
3,47.71
10,64.44
7,72.88
8,70.19
1,55.04
5,73.38
7,68.98
3,75.53
7,98.7
7,90.63
8,36.77
2,28.5
7,19.66
5,55.57
5,81.95
3,81.2
4,31.67
1,38.42
5,10.53
8,81.23
7,84.87
8,85.87
5,67.99
1,51.52
6,65.65
2,65.31
9,25.25
1,10.16
3,60.47
2,68.55
3,60.87
1,86.69
6,30.2
8,67.39
5,24.18
6,64.97
7,10.17
9,29.22
4,14.87
1,72.88
9,86.27
2,33.81
6,62.82
5,24.31
2,52.35
3,37.44
9,10.18
2,92.49
5,47.27
4,85.6
9,44.84
1,78.38
3,42.85
4,35.79
8,12.73
10,35.22
1,91.41
5,83.35
7,85.72
10,99.82
8,84.25
8,35.81
6,21.04
6,50.49
2,91.98
7,96.82
10,59.59
10,86.68
6,82.34
10,60.95
5,15.28
6,85.39
8,73.56
7,54.92
5,85.98
10,30.61
6,55.73
1,33.47
6,19.32
9,89.48
9,62.12
6,75.91
9,41.65
5,41.65
3,20.38
9,99.19
6,19.25
3,83.06
3,76.52
6,44.86
4,41.66
6,89.75
8,12.45
8,78.55
2,23.07
10,27.38
8,33.98
7,86.04
7,27.02
6,31.73
8,81.3
4,90.22
9,72.42
4,46.26
7,66.14
3,66.14
9,16.48
5,80.97
5,43.18
4,76.4
2,76.4
4,95.58
4,95.58
7,20.85
9,22.51
1,22.51
7,64.26
4,64.26
2,74.51
1,74.51
1,34.31
9,34.31
5,69.81
3,69.81
1,87.8
10,87.8
10,41.5
8,41.5
4,61.41
2,61.41
1,61.41
9,88.63
4,88.63
10,93.26
6,93.26
4,11.81
6,17.41
7,17.41
2,16.45
6,16.45
6,14.39
4,14.39
5,95.42
4,95.42
1,35.47
3,35.47
2,10.13
9,10.13
1,23.75
8,23.75
3,37
1,37
4,27.85
5,27.85
4,28.84
1,28.84
1,99.82
10,48.61
8,48.61
1,39.42
2,39.42
2,22.93
6,22.93
2,97.03
9,97.03
6,47.65
7,47.65
10,30.24
10,30.24
7,37.55
4,37.55
10,95.44
3,95.44
9,94.47
5,94.47
1,41.24
1,41.24
3,99.79
1,33.52
10,33.52
10,51.32
6,51.32
1,81.68
2,81.68
8,14.36
10,14.36
6,70.11
9,70.11
8,77.68
10,77.68
9,42.08
8,42.08
4,95.49
9,95.49
10,26.61
7,26.61
1,46.77
3,46.77
2,39.43
1,46.22
8,46.22
8,23.82
8,23.82
10,45.38
5,45.38
7,16.28
10,16.28
10,84.05
1,84.05
1,43.27
7,43.27
8,99.24
8,99.24
5,12.78
7,12.78
10,40.86
2,40.86
4,45.74
6,45.74
7,35.89
7,73.95
7,73.95
7,40.52
6,40.52
2,84.07
10,84.07
7,21.58
7,21.58
1,21.58
10,45.58
9,32.8
6,65.97
1,22.96
3,63.22
